Country;Year;Series;Capital city;Value
Germany;2005;Capital city population(thousands) ;Berlin;3391
Germany;2005;Capital city population(as a percentage of total population);Berlin;4.2
Germany;2005;Capital city population(as a percentage of total urban population);Berlin;5.5
Germany;2010;Urban population(percent);;77.0
Germany;2010;Urban population(percent growth rate per annum);;0.1
Germany;2010;Rural population(percent growth rate per annum);;-1.0
Germany;2010;Capital city population(thousands) ;Berlin;3450
Germany;2010;Capital city population(as a percentage of total population);Berlin;4.3
Germany;2010;Capital city population(as a percentage of total urban population);Berlin;5.5
Germany;2015;Urban population(percent);;77.2
Germany;2015;Urban population(percent growth rate per annum);;0.3
Germany;2015;Rural population(percent growth rate per annum);;0.0
Germany;2015;Capital city population(thousands) ;Berlin;3514
Germany;2015;Capital city population(as a percentage of total population);Berlin;4.3
Germany;2015;Capital city population(as a percentage of total urban population);Berlin;5.6
Germany;2018;Urban population(percent);;77.3
Germany;2018;Capital city population(thousands) ;Berlin;3552
Ghana;2005;Urban population(percent);;47.3
Ghana;2005;Urban population(percent growth rate per annum);;4.1
Ghana;2005;Rural population(percent growth rate per annum);;1.3
Ghana;2005;Capital city population(thousands) ;Accra;1854
Ghana;2005;Capital city population(as a percentage of total population);Accra;8.6
Ghana;2005;Capital city population(as a percentage of total urban population);Accra;18.2
Ghana;2010;Urban population(percent);;50.7
Ghana;2010;Urban population(percent growth rate per annum);;4.0
Ghana;2010;Rural population(percent growth rate per annum);;1.2
Ghana;2010;Capital city population(thousands) ;Accra;2060
Ghana;2010;Capital city population(as a percentage of total population);Accra;8.4
Ghana;2010;Capital city population(as a percentage of total urban population);Accra;16.6
Ghana;2015;Urban population(percent);;54.1
Ghana;2015;Urban population(percent growth rate per annum);;3.6
Ghana;2015;Rural population(percent growth rate per annum);;0.9
Ghana;2015;Capital city population(thousands) ;Accra;2290
Ghana;2015;Capital city population(as a percentage of total population);Accra;8.3
Ghana;2015;Capital city population(as a percentage of total urban population);Accra;15.3
Ghana;2018;Urban population(percent);;56.1
Ghana;2018;Capital city population(thousands) ;Accra;2439
Gibraltar;2005;Urban population(percent);;100.0
Gibraltar;2005;Urban population(percent growth rate per annum);;0.6
Gibraltar;2005;Rural population(percent growth rate per annum);;0.0
Gibraltar;2010;Urban population(percent);;100.0
Gibraltar;2010;Urban population(percent growth rate per annum);;0.7
Gibraltar;2010;Rural population(percent growth rate per annum);;0.0
Gibraltar;2015;Urban population(percent);;100.0
Gibraltar;2015;Urban population(percent growth rate per annum);;0.6
Gibraltar;2015;Rural population(percent growth rate per annum);;0.0
Gibraltar;2018;Urban population(percent);;100.0
Gibraltar;2018;Capital city population(thousands) ;Gibraltar;35
Greece;2005;Urban population(percent);;74.5
Greece;2005;Urban population(percent growth rate per annum);;0.8
Greece;2005;Rural population(percent growth rate per annum);;-1.0
Greece;2005;Capital city population(thousands) ;Athens;3180
Greece;2005;Capital city population(as a percentage of total population);Athens;28.1
Greece;2005;Capital city population(as a percentage of total urban population);Athens;37.8
Greece;2010;Urban population(percent);;76.3
Greece;2010;Urban population(percent growth rate per annum);;0.7
Greece;2010;Rural population(percent growth rate per annum);;-1.2
Greece;2010;Capital city population(thousands) ;Athens;3170
Greece;2010;Capital city population(as a percentage of total population);Athens;27.7
Greece;2010;Capital city population(as a percentage of total urban population);Athens;36.3
Greece;2015;Urban population(percent);;78.0
Greece;2015;Urban population(percent growth rate per annum);;0.1
Greece;2015;Rural population(percent growth rate per annum);;-1.9
Greece;2015;Capital city population(thousands) ;Athens;3161
Greece;2015;Capital city population(as a percentage of total population);Athens;28.2
Greece;2015;Capital city population(as a percentage of total urban population);Athens;36.1
Greece;2018;Urban population(percent);;79.1
Greece;2018;Capital city population(thousands) ;Athens;3156
Greenland;2005;Urban population(percent);;82.9
Greenland;2005;Urban population(percent growth rate per annum);;0.6
Greenland;2005;Rural population(percent growth rate per annum);;-1.1
Greenland;2010;Urban population(percent);;84.4
Greenland;2010;Urban population(percent growth rate per annum);;0.3
Greenland;2010;Rural population(percent growth rate per annum);;-2.0
Greenland;2015;Urban population(percent);;86.1
Greenland;2015;Urban population(percent growth rate per annum);;0.3
Greenland;2015;Rural population(percent growth rate per annum);;-2.4
Greenland;2018;Urban population(percent);;86.8
Greenland;2018;Capital city population(thousands) ;Nuuk;18
Grenada;2005;Urban population(percent);;35.9
Grenada;2005;Urban population(percent growth rate per annum);;0.4
Grenada;2005;Rural population(percent growth rate per annum);;0.2
Grenada;2010;Urban population(percent);;35.9
Grenada;2010;Urban population(percent growth rate per annum);;0.3
Grenada;2010;Rural population(percent growth rate per annum);;0.3
Grenada;2015;Urban population(percent);;36.0
Grenada;2015;Urban population(percent growth rate per annum);;0.5
Grenada;2015;Rural population(percent growth rate per annum);;0.4
Grenada;2018;Urban population(percent);;36.3
Grenada;2018;Capital city population(thousands) ;Saint George's;39
Guadeloupe;2005;Urban population(percent);;98.4
Guadeloupe;2005;Urban population(percent growth rate per annum);;0.7
Guadeloupe;2005;Rural population(percent growth rate per annum);;0.7
Guadeloupe;2010;Urban population(percent);;98.4
Guadeloupe;2010;Urban population(percent growth rate per annum);;0.5
Guadeloupe;2010;Rural population(percent growth rate per annum);;0.4
Guadeloupe;2015;Urban population(percent);;98.4
Guadeloupe;2015;Urban population(percent growth rate per annum);;0.0
Guadeloupe;2015;Rural population(percent growth rate per annum);;-0.4
Guadeloupe;2018;Urban population(percent);;98.5
Guadeloupe;2018;Capital city population(thousands) ;Basse-Terre;58
Guam;2005;Urban population(percent);;93.6
Guam;2005;Urban population(percent growth rate per annum);;0.5
Guam;2005;Rural population(percent growth rate per annum);;-1.1
Guam;2010;Urban population(percent);;94.1
Guam;2010;Urban population(percent growth rate per annum);;0.2
Guam;2010;Rural population(percent growth rate per annum);;-1.4
Guam;2015;Urban population(percent);;94.5
Guam;2015;Urban population(percent growth rate per annum);;0.4
Guam;2015;Rural population(percent growth rate per annum);;-1.2
Guam;2018;Urban population(percent);;94.8
Guam;2018;Capital city population(thousands) ;Hagĺtńa;147
Guatemala;2005;Urban population(percent);;46.9
Guatemala;2005;Urban population(percent growth rate per annum);;3.0
Guatemala;2005;Rural population(percent growth rate per annum);;1.8
Guatemala;2005;Capital city population(thousands) ;Guatemala City;2302
Guatemala;2005;Capital city population(as a percentage of total population);Guatemala City;17.6
Guatemala;2005;Capital city population(as a percentage of total urban population);Guatemala City;37.5
Guatemala;2010;Urban population(percent);;48.4
Guatemala;2010;Urban population(percent growth rate per annum);;2.8
Guatemala;2010;Rural population(percent growth rate per annum);;1.6
Guatemala;2010;Capital city population(thousands) ;Guatemala City;2560
Guatemala;2010;Capital city population(as a percentage of total population);Guatemala City;17.5
Guatemala;2010;Capital city population(as a percentage of total urban population);Guatemala City;36.2
Guatemala;2015;Urban population(percent);;50.0
Guatemala;2015;Urban population(percent growth rate per annum);;2.7
Guatemala;2015;Rural population(percent growth rate per annum);;1.5
Guatemala;2015;Capital city population(thousands) ;Guatemala City;2738
Guatemala;2015;Capital city population(as a percentage of total population);Guatemala City;16.8
Guatemala;2015;Capital city population(as a percentage of total urban population);Guatemala City;33.7
Guatemala;2018;Urban population(percent);;51.1
Guatemala;2018;Capital city population(thousands) ;Guatemala City;2851
Guinea;2005;Urban population(percent);;32.3
Guinea;2005;Urban population(percent growth rate per annum);;2.8
Guinea;2005;Rural population(percent growth rate per annum);;1.5
Guinea;2005;Capital city population(thousands) ;Conakry;1345
Guinea;2005;Capital city population(as a percentage of total population);Conakry;13.9
Guinea;2005;Capital city population(as a percentage of total urban population);Conakry;43.1
Guinea;2010;Urban population(percent);;33.7
Guinea;2010;Urban population(percent growth rate per annum);;3.0
Guinea;2010;Rural population(percent growth rate per annum);;1.8
Guinea;2010;Capital city population(thousands) ;Conakry;1518
Guinea;2010;Capital city population(as a percentage of total population);Conakry;14.1
Guinea;2010;Capital city population(as a percentage of total urban population);Conakry;41.8
Guinea;2015;Urban population(percent);;35.1
Guinea;2015;Urban population(percent growth rate per annum);;3.1
Guinea;2015;Rural population(percent growth rate per annum);;1.8
Guinea;2015;Capital city population(thousands) ;Conakry;1714
Guinea;2015;Capital city population(as a percentage of total population);Conakry;14.2
Guinea;2015;Capital city population(as a percentage of total urban population);Conakry;40.3
Guinea;2018;Urban population(percent);;36.1
Guinea;2018;Capital city population(thousands) ;Conakry;1843
Guinea-Bissau;2005;Urban population(percent);;38.2
Guinea-Bissau;2005;Urban population(percent growth rate per annum);;3.1
Guinea-Bissau;2005;Rural population(percent growth rate per annum);;1.5
Guinea-Bissau;2005;Capital city population(thousands) ;Bissau;336
Guinea-Bissau;2005;Capital city population(as a percentage of total population);Bissau;24.3
Guinea-Bissau;2005;Capital city population(as a percentage of total urban population);Bissau;63.8
Guinea-Bissau;2010;Urban population(percent);;40.1
Guinea-Bissau;2010;Urban population(percent growth rate per annum);;3.4
Guinea-Bissau;2010;Rural population(percent growth rate per annum);;1.7
Guinea-Bissau;2010;Capital city population(thousands) ;Bissau;409
Guinea-Bissau;2010;Capital city population(as a percentage of total population);Bissau;26.3
Guinea-Bissau;2010;Capital city population(as a percentage of total urban population);Bissau;65.5
Guinea-Bissau;2015;Urban population(percent);;42.1
Guinea-Bissau;2015;Urban population(percent growth rate per annum);;3.6
Guinea-Bissau;2015;Rural population(percent growth rate per annum);;1.9
Guinea-Bissau;2015;Capital city population(thousands) ;Bissau;497
Guinea-Bissau;2015;Capital city population(as a percentage of total population);Bissau;28.1
Guinea-Bissau;2015;Capital city population(as a percentage of total urban population);Bissau;66.6
Guinea-Bissau;2018;Urban population(percent);;43.4
Guinea-Bissau;2018;Capital city population(thousands) ;Bissau;558
Guyana;2005;Urban population(percent);;27.8
Guyana;2005;Urban population(percent growth rate per annum);;-0.7
Guyana;2005;Rural population(percent growth rate per annum);;0.2
Guyana;2010;Urban population(percent);;26.6
Guyana;2010;Urban population(percent growth rate per annum);;-1.0
Guyana;2010;Rural population(percent growth rate per annum);;0.2
Guyana;2015;Urban population(percent);;26.4
Guyana;2015;Urban population(percent growth rate per annum);;0.4
Guyana;2015;Rural population(percent growth rate per annum);;0.6
Guyana;2018;Urban population(percent);;26.6
Guyana;2018;Capital city population(thousands) ;Georgetown;110
Haiti;2005;Urban population(percent);;42.6
Haiti;2005;Urban population(percent growth rate per annum);;5.2
